Distance from Center (cmd=annotatePeaks.pl tss hg19 -size 4000 -hist 10 -d /home/tagDir)	/home/tagDir Coverage	/home/tagDir + Tags	/home/tagDir - Tags
-2000	0.558585924712755	0.00274607277504921	0.00266100908260083
-1990	0.558960242391296	0.00273232748771913	0.00270648634753864
-1980	0.559022715078642	0.00272180252484927	0.00268001685136584
-1970	0.559788199915713	0.00278314577859087	0.00266155889409404
-1960	0.560360045344286	0.00273523363418321	0.0027394750371308
-1950	0.560706366963767	0.00278550211356176	0.00269863189763569
-1940	0.561398750979959	0.00278762281503552	0.00268323717582599
-1930	0.562056399145095	0.00277961127613456	0.00265723894664744
-1920	0.562870617862751	0.00285509253970142	0.00266933479949788
-1910	0.563680689016102	0.00281000799725877	0.00273892522563756
-1900	0.564339633295084	0.00283608477093639	0.00265857420313092
-1890	0.564953213589478	0.00278118216611515	0.00268535787729981
-1880	0.565413334004581	0.0027946918199481	0.00269690391865707
-1870	0.56600617647745	0.00282202530561021	0.00269996715411918
-1860	0.566439856170108	0.00283176482348983	0.00268810693476583
-1850	0.567204044893333	0.00283168627899078	0.00274505169656183
-1840	0.567339359178789	0.00277356334970937	0.00272360904832689
-1830	0.567957605483026	0.00284134725237133	0.00266941334399689
-1820	0.568241713637929	0.0027897435165093	0.00272070290186285
-1810	0.568969870396253	0.00285155803724512	0.00271591168742207
-1800	0.569510349869769	0.00286169027761986	0.00266917771049983
-1790	0.570489952714093	0.00286082628813052	0.00270876413801045
-1780	0.571218368695186	0.00283545641494418	0.00268378698731922
-1770	0.571915159498453	0.0027846381240724	0.00274285245058901
-1760	0.572466007882731	0.00282045441562964	0.00263100508397176
-1750	0.573781822658542	0.00289334371072852	0.0027135553524512
-1740	0.574793050680693	0.00282768050954028	0.00270255912258717
-1730	0.575493211379958	0.00285250057123349	0.00267883868388042
-1720	0.576799694136082	0.00287771335542175	0.00268991345824352
-1710	0.577885319092957	0.00290127670513045	0.00271512624243175
-1700	0.57878145220564	0.00289499314520813	0.00272156689135218
-1690	0.579734873550288	0.00296913915229133	0.00274065320461618
-1680	0.580909671139723	0.00295382297498071	0.00272714355078323
-1670	0.582038327076264	0.00293261596024298	0.00277953273163554
-1660	0.582818587611172	0.00289295098823341	0.00281283559922381
-1650	0.583418429098805	0.0028944433337149	0.00270467982406095
-1640	0.584830674744711	0.00298076373814754	0.00276445218782198
-1630	0.585711254491249	0.00296324831486421	0.00280356734833842
-1620	0.586692671894957	0.00298626185307959	0.00274599423055019
-1610	0.587834029747182	0.00300707614532222	0.00277654804067245
-1600	0.588785377309677	0.00296599737233018	0.00282375328458886
-1590	0.589761869480773	0.00298531931909126	0.00274819347652298
-1580	0.591160894765456	0.00297903575916897	0.00279736233291513
-1570	0.592437307680368	0.00304202844738999	0.00270884268250946
-1560	0.594132106144562	0.00305051125328506	0.0027525919684686
-1550	0.595453883044061	0.00300118530789506	0.0027366474351657
-1540	0.596785510408786	0.00300134239689307	0.00281668427967624
-1530	0.598294186924786	0.003052946132755	0.00274756512053076
-1520	0.599577339631694	0.00302435593510852	0.00278314577859087
-1510	0.60089159907089	0.00304666257283267	0.00279626270992868
-1500	0.602113834427066	0.00300212784188337	0.00278660173654815
-1490	0.603602810012617	0.00308310722038196	0.00277701930766662
-1480	0.605046940059119	0.00309543870672953	0.00282312492859665
-1470	0.606423931408431	0.00311012652804785	0.00281016508625685
-1460	0.608311591612815	0.00312662087284392	0.00282029732663158
-1450	0.610163997520605	0.00310250771164209	0.00282320347309564
-1440	0.611741108847641	0.00309834485319354	0.00288949503027608
-1430	0.613052516836377	0.00308404975437034	0.00277183537073071
-1420	0.614805899646382	0.00311491774248862	0.00288289729235769
-1410	0.616067536863457	0.00306370672912189	0.00288313292585477
-1400	0.617830770138686	0.00319636838798142	0.00283529932594611
-1390	0.619687323610782	0.00314390066263021	0.00283514223694806
-1380	0.62106250040071	0.00318160202216403	0.00281283559922385
-1370	0.622989044020455	0.0032278647320919	0.00286985890551886
-1360	0.624954989501099	0.00327750485547806	0.00287292214098099
-1350	0.627124165632696	0.00328378841540034	0.00289295098823339
-1340	0.629175654627134	0.00322519421912496	0.00288399691534408
-1330	0.631058648821675	0.00320838569633277	0.00285147949274607
-1320	0.633217196819739	0.0032841811378955	0.00287951987889944
-1310	0.63514218510287	0.00331324260253613	0.0029528804409924
-1300	0.636997183238351	0.00327538415400427	0.00291462926996541
-1290	0.639121254608129	0.00331858362847007	0.00292916000228569
-1280	0.641173262048105	0.00330444561864488	0.0029816277276369
-1270	0.64360840074077	0.00341967039871998	0.00293764280818082
-1260	0.645489061930389	0.00335502827601941	0.00300699760082317
-1250	0.647562844082967	0.00346899634411012	0.00296277704786999
-1240	0.650078860279582	0.00344865331886159	0.00294141294413424
-1230	0.652605763832498	0.00349994287672741	0.00301257426025419
-1220	0.655007203565183	0.00349507311778764	0.00297393036673209
-1210	0.657772332842877	0.003487925568376	0.00301045355878039
